Gene_Symbol,Label
ODC1,0
MSH6,0
TENT4A,0
PSMD12,0
INTS12,0
MRPS6,0
KPNA3,0
PLAGL1,0
CDC45,0
RPL27,0
GADD45GIP1,0
PLK4,0
LSM10,0
NDUFB11,0
MEIS2,0
C19ORF53,0
M6PR,0
RAD1,0
USB1,0
UBR4,0
SNRPD1,0
WASL,0
CREG1,0
DACT1,0
TMEM60,0
TAL1,0
RABGAP1,0
TUBAL3,0
KEAP1,0
SMURF1,0
SNX18,0
CHMP4A,0
CABLES2,0
RPS4X,0
CCDC85B,0
RARS2,0
FAM53C,0
GPBP1,0
ATRX,0
AASDHPPT,0
LEMD2,0
MYH14,0
CRLF3,0
PFDN5,0
PROX1,0
CHEK1,0
RAB14,0
CBR4,0
INPPL1,0
KLHL21,0
DNLZ,0
AFAP1L2,0
PRPF40A,0
TMEM9,0
ATP6V0B,0
SCYL2,0
C19ORF70,0
TAOK2,0
ZYX,0
SMARCC1,0
USP4,0
SDHB,0
MRFAP1,0
CCDC102B,0
EXOC8,0
NAA50,0
EXOC1,0
NLE1,0
C5ORF15,0
CRY2,0
TSNAX,0
PSMA3,0
LRPPRC,0
UBL3,0
HMGXB3,0
TMED2,0
GPAT4,0
KIAA1614,0
FKBP1A,0
UHMK1,0
RAB9A,0
PCYT1A,0
STIP1,0
LPGAT1,0
MRGPRX2,0
HAUS3,0
UNC119,0
ABCF2,0
PCID2,0
CDKL2,0
SPAG7,0
TDRKH,0
KNSTRN,0
RBM4,0
SEC31A,0
GINS3,0
ISCU,0
RANBP9,0
NUSAP1,0
CEP135,0
NBN,0
ARL2BP,0
MYL12A,0
CETN3,0
MFAP1,0
USP19,0
SLF1,0
OPTN,0
ATG101,0
EIF3A,0
RXFP3,0
PHB,0
CHMP3,0
PDS5A,0
DDX23,0
GNB1L,0
CCNB3,0
MYB,0
PRKAG3,0
TERB1,0
CDC20,0
RPS27L,0
TMED1,0
PKIA,0
MRPL9,0
RAB5A,0
DRAP1,0
YIF1A,0
CCDC47,0
TNKS,0
PSRC1,0
PAIP2,0
PNISR,0
ACTB,0
EXOC6,0
TUBB4A,0
FOXJ2,0
CLNS1A,0
TCIM,0
PFKL,0
NCAPD2,0
SSRP1,0
THAP1,0
NDUFA11,0
EPGN,0
OVCA2,0
SLU7,0
MYL12B,0
SH3GL1,0
NIFK,0
PHF10,0
CDK13,0
RAB13,0
PHF1,0
MIIP,0
AHCYL1,0
MTHFD2,0
SKP2,0
RAC1,0
BRCC3,0
DDX11L8,0
MPHOSPH8,0
RASAL2,0
DCTN2,0
ABCE1,0
RAMAC,0
NDE1,0
STX8,0
RAD51C,0
FAM234A,0
RPS20,0
CCDC66,0
ARMC1,0
CDV3,0
BOP1,0
GIGYF1,0
SAFB,0
FAM89B,0
RPF1,0
NDUFS8,0
CEP126,0
BBS4,0
POLE4,0
PGRMC2,0
TSR1,0
GALNT11,0
UVRAG,0
TOMM20,0
C12ORF10,0
VAMP2,0
RNF20,0
CLCN3,0
MORF4L2,0
ZFP91,0
LARP4B,0
RNF13,0
PPP1R7,0
UBE2T,0
DYNC1H1,0
ARPC3,0
INO80E,0
MLF2,0
SETMAR,0
DYNLRB1,0
SCAND1,0
ZBTB38,0
SNRPF,0
XRCC5,0
ABCB1,0
NOP10,0
ILK,0
PARP9,0
ZNF251,0
GOLGA3,0
ARF5,0
RPS9,0
WDR76,0
POLR2F,0
TRA2A,0
TTC1,0
DUSP11,0
CHMP4BP1,0
SF3B6,0
PRCC,0
LIPA,0
CUL9,0
DELE1,0
ATP6V1G1,0
TMEM219,0
PRR19,0
PDXP,0
NPM2,0
TRA2B,0
NAPG,0
PKD2,0
HNRNPU,0
TRAK2,0
PSMA1,0
NPEPPS,0
COPE,0
PDIK1L,0
IDS,0
CAPNS1,0
MDH2,0
ESYT1,0
KIF22,0
GLI1,0
MEIOB,0
RPS13,0
BOLL,0
NDUFAF8,0
MCM6,0
ECSIT,0
DDX11,0
ATP5PF,0
KRCC1,0
ESCO1,0
KDELR1,0
TMEM248,0
FANCA,0
CCT2,0
LSM4,0
KDM4B,0
ALDOA,0
NUMB,0
RPS6KA5,0
UHRF2,0
RIC8A,0
POLD3,0
RBMX2,0
RSPH1,0
CCNE2,0
AP2A2,0
BCL7B,0
SKA3,0
ACTR5,0
UBA52,0
NDUFAF3,0
BRDT,0
EIF1,0
DIS3L2,0
NPAT,0
CUEDC2,0
CDK3,0
HEXIM2,0
RHOC,0
RPL18A,0
YJU2,0
DEAF1,0
SNX19,0
SHMT1,0
PES1,0
RPS12,0
VPS16,0
RRAGA,0
N4BP1,0
MIR520A,0
IST1,0
CEP295NL,0
HASPIN,0
ALMS1,0
STAU1,0
MAGOH,0
MRPS7,0
TFDP1,0
RAB11FIP3,0
YWHAG,0
APH1A,0
CLPTM1,0
CDK5RAP3,0
USP2,0
NDUFB3,0
SETD1B,0
PCIF1,0
HMGB3,0
NCAPH2,0
NDUFB6,0
CDKN2C,0
BTF3L4,0
AUNIP,0
SSR4,0
CMAS,0
PABPC4,0
EPM2A,0
RIOK3,0
MMS22L,0
LMAN1,0
SRSF2,0
PRR11,0
MEIS1,0
TBCA,0
PSMD6,0
FAM168B,0
UBE2O,0
CDC37,0
SLX4,0
REEP3,0
PKMYT1,0
MEI4,0
RRP36,0
ZBTB7A,0
CDKN2AIPNL,0
JOSD1,0
ILKAP,0
INO80D,0
SLC25A11,0
FAM160B1,0
TMEM167B,0
GABARAP,0
RTL8A,0
H2AZ1,0
SMAP1,0
EPS8,0
AP3S2,0
TMPO,0
PBX1,0
MRPL18,0
C14ORF119,0
RAD17,0
EGF,0
PPA1,0
PPP1R8,0
AIF1,0
RBL2,0
PDGFB,0
LIF,0
DPM3,0
NDUFA1,0
AZI2,0
PCMT1,0
ZNF207,0
PTENP1-AS,0
CLPTM1L,0
FBXL7,0
PCNA,0
PPM1G,0
NSD2,0
RAB1A,0
MCCC2,0
MED10,0
CDK12,0
GSTK1,0
PPP1R12A,0
SPAG9,0
CPAP,0
SAMD1,0
NCBP2-AS2,0
SSNA1,0
KASH5,0
RPS27A,0
RPL11,0
RMDN1,0
PPDPF,0
NDUFB4,0
RPA1,0
PELP1,0
LMAN2,0
MAP1S,0
PET117,0
WBP11,0
EME2,0
SLC25A6,0
SEC13,0
NSMCE4A,0
EIF3I,0
AGGF1,0
WDR45B,0
MMADHC,0
ZMIZ1,0
WDR59,0
ANK3,0
MTF2,0
TICRR,0
THAP5,0
PEX16,0
NUP58,0
CBY1,0
NDUFA2,0
RBM7,0
DLGAP4,0
KDM8,0
CDK2AP1,0
RAB12,0
ACBD3,0
PRMT6,0
TOR1B,0
LAMTOR1,0
BORA,0
HEXIM1,0
SAC3D1,0
SEPTIN5,0
MRPL37,0
CCNJ,0
ZKSCAN1,0
TCF19,0
TP73,0
LY6E,0
TMA7,0
E2F7,0
TMEM131,0
TTC19,0
TLK2,0
SRP14,0
PIP5K1C,0
SEPTIN3,0
SF3A3,0
TUBA1B,0
TIPRL,0
NAPA,0
TOMM7,0
TGM1,0
CCDC86,0
ZRANB2,0
CDK9,0
LLGL2,0
OTUD4,0
STRN4,0
PRPF38B,0
SGO2,0
SDHAF1,0
SFSWAP,0
PSMG3,0
BRI3,0
STOML2,0
COX6B1,0
RNASEK,0
CUL4A,0
IFRD1,0
RBMX,0
YTHDF1,0
DESI1,0
CHMP2A,0
C10ORF90,0
NPC2,0
PPM1A,0
IDH3G,0
MKI67,0
CCDC9,0
NEK3,0
GPR15LG,0
STT3B,0
GLRX2,0
FAM122A,0
RAB6A,0
DUS1L,0
FIRRM,0
NDUFV3,0
AKIRIN1,0
ERP29,0
TMEM42,0
MLEC,0
RBX1,0
TSR3,0
UBE2H,0
TMEM251,0
CSGALNACT2,0
SRPRB,0
UQCRQ,0
WDR55,0
MYCBP2,0
SASS6,0
TRNP1,0
CKS2,0
NUP153,0
SPCS3,0
DEK,0
POLE,0
NUP37,0
UQCRB,0
MAN1A2,0
ATN1,0
NFIC,0
DYNLL2,0
CLPP,0
GPKOW,0
PCNT,0
HNRNPUL2,0
CRK,0
HLA-B,0
VAT1,0
BOD1,0
RC3H2,0
SEPTIN14,0
KAT2A,0
TLE6,0
ANKFN1,0
CDC14A,0
DLGAP5,0
PRPS1,0
CCNL2,0
CDC14B,0
MEN1,0
PSMB5,0
SF3B5,0
GOLGA2,0
TUBB4B,0
RPL27A,0
GRK2,0
CENPS,0
RAD51,0
MBTPS2,0
GNPAT,0
DNASE2,0
YBX1,0
HECW2,0
MRPS36,0
DVL3,0
TIMM10B,0
PSMD2,0
NPIPA1,0
COPZ1,0
RHOU,0
CDKL3,0
MRPL24,0
RETREG3,0
TPP2,0
RBBP8,0
TLK1,0
CHD2,0
ERGIC3,0
TMEM43,0
DUT,0
DENR,0
MT2A,0
PTPN6,0
RNF149,0
PSMB3,0
SLF2,0
ZDHHC7,0
OSER1,0
DUX4,0
YEATS4,0
DPM1,0
HSPA14,0
IRF2,0
SNRPB,0
SEPTIN1,0
HOXC10,0
HOXD10,0
MRGBP,0
CBX3,0
ANKRD31,0
ZBTB17,0
UBL7,0
YTHDC2,0
PIN4,0
PMVK,0
PRIM2,0
POLR2I,0
PPP6R2,0
AMD1,0
CCPG1,0
CHORDC1,0
MCM3,0
TXLNG,0
G3BP2,0
TCF3,0
CCZ1,0
FBXL5,0
COX7B,0
RPS25,0
NOP53,0
CD2BP2,0
SPTBN1,0
ILF3,0
EML4,0
TERF2,0
ASF1A,0
SH2B1,0
PI4K2A,0
WAPL,0
PPME1,0
UQCR10,0
SREBF2,0
SWI5,0
SLBP,0
MARF1,0
PRDX6,0
SLC6A4,0
TUBA1C,0
CABLES1,0
PSMA8,0
RBM8A,0
ANGEL2,0
AHCTF1,0
SELENOK,0
EIF3D,0
TRIP12,0
ARPC2,0
NEK9,0
NFIA,0
TBCB,0
POLR3GL,0
CHID1,0
COA6,0
GTF2F1,0
DCAF5,0
PSMB2,0
HNRNPM,0
TRRAP,0
PKN2,0
NCBP2,0
CCND3,0
CEP85,0
COG7,0
MTX2,0
RMND5A,0
HEPACAM,0
PAF1,0
PARD6G,0
SF3B2,0
RCC2,0
DMD,0
MYOG,0
ENTR1,0
PRKAG1,0
PBX2,0
EIF2AK1,0
OPN1MW,0
DCAF11,0
GNAI1,0
PABPN1,0
MAD2L1BP,0
OAZ2,0
OVOL2,0
RFWD3,0
TOP3A,0
CAMLG,0
SURF2,0
NENF,0
RXRB,0
COPS6,0
COASY,0
PLSCR1,0
ISOC2,0
MORC2,0
RGS14,0
CDCA2,0
GET4,0
WSB2,0
MRPL15,0
H3-3B,0
SNX12,0
BTBD6,0
PACS1,0
SSR2,0
FKBP6,0
BANF1,0
TTN,0
NUS1,0
MRPL58,0
MRFAP1L2,0
TRPC4AP,0
ERLEC1,0
SENP5,0
CCP110,0
FOXG1,0
WDR83OS,0
KCNH5,0
DHX15,0
KPNB1,0
KCTD10,0
SSB,0
STK35,0
PAICS,0
NPLOC4,0
EXOC7,0
ZSCAN21,0
MTCL1,0
CTDNEP1,0
BRAT1,0
SUMO3,0
PAFAH1B2,0
BRIP1,0
EXOC5,0
LIMK2,0
CHFR,0
RPN2,0
VPS37B,0
NLRP7,0
YKT6,0
RPL32,0
ERH,0
MAPRE2,0
NOP9,0
KHDRBS1,0
SRSF3,0
TTLL12,0
NSUN2,0
CERK,0
PIP4P1,0
TCAF1,0
EXO1,0
PARD6A,0
CCDC22,0
TMEM258,0
SLC35E1,0
M1AP,0
ZER1,0
SEPTIN10,0
PPP2R5E,0
SBF1,0
BRF2,0
CENPU,0
GEM,0
WDR62,0
RAD21,0
RPL37A,0
RRAGC,0
WDR12,0
NUTF2,0
PURB,0
SNRPD2,0
MRPS18C,0
LCMT1,0
RHNO1,0
LAMTOR4,0
RRS1,0
ING3,0
DDX50,0
RBM38,0
JUNB,0
USP48,0
SSTR5,0
RIPOR2,0
H2AZ2,0
HSF1,0
GDI2,0
PSAP,0
RNF167,0
SEPHS1,0
TUT1,0
DUSP3,0
PTTG1,0
BAP1,0
SAR1A,0
TUBGCP4,0
PSMD7,0
EDF1,0
TOR1A,0
ATP6AP2,0
CSPP1,0
EDN3,0
DCK,0
NOLC1,0
ZNF655,0
ODR4,0
ELOF1,0
FAM8A1,0
CLIP1,0
UGP2,0
ATP6V1E1,0
ALDH9A1,0
NFYC,0
NFYB,0
NOP56,0
DHPS,0
ARMCX3,0
CHMP1B,0
KMT5A,0
TMEM167A,0
MTA3,0
PKP4,0
UBL5,0
ZFAND3,0
SPEN,0
SMARCA5,0
COPS2,0
RNF212,0
TRAIP,0
CDK18,0
ESYT2,0
CCNL1,0
MPHOSPH10,0
VPS4A,0
TUBG1,0
TFDP3,0
RABGGTB,0
GSTO1,0
TMEM259,0
PPM1D,0
PCGF5,0
BCAT1,0
P3H4,0
GATAD2B,0
RUVBL2,0
CDC5L,0
ERI3,0
PWP2,0
TINF2,0
CDC123,0
STIM1,0
MSH4,0
YY1AP1,0
CYB5R3,0
FN3KRP,0
FANCC,0
TTL,0
WHAMM,0
SSX2IP,0
SMC1A,0
CLSPN,0
ASH1L,0
ELOA,0
BTN2A2,0
SDF4,0
C1ORF174,0
POLD1,0
RAD51AP1,0
CDK16,0
SART3,0
WASHC5,0
UBFD1,0
ZFPL1,0
SSR3,0
CHMP4B,0
HNRNPA3,0
CENPQ,0
MRPL28,0
TMED4,0
WASHC3,0
DCTN1,0
SLC38A10,0
SMAD2,0
ZNRD2,0
CDCA8,0
PAIP1,0
GOBP_CELL_CYCLE,0
KIF20B,0
METTL26,0
BORCS7,0
RFC1,0
HSBP1,0
KLHL9,0
CENPX,0
ITGB1BP2,0
NHP2,0
SPAG5,0
RING1,0
IK,0
RPS5,0
SH3BGRL,0
PLCB1,0
MEIOC,0
SMARCE1,0
TK1,0
PLK5,0
RPL4,0
EXD1,0
B4GALT3,0
NDUFB10,0
FIZ1,0
NUP50,0
PIWIL3,0
UBXN2B,0
RNF212B,0
RPS10,0
ABCB10,0
GTF2E2,0
RPL8,0
H2AX,0
KIZ,0
HINT3,0
CCNH,0
GTF3A,0
FNTB,0
DDX39A,0
RCC1,0
SDCCAG8,0
ANKRD40,0
RPL36A,0
ATP5MD,0
ZNF706,0
C4ORF3,0
PSMA4,0
ACTL6B,0
PIK3C3,0
SRPRA,0
BRK1,0
STMN1,0
LARP1,0
FBXL15,0
EEF2,0
UTP3,0
UBC,0
ARHGAP35,0
RPL31,0
RPS15,0
RPL10,0
H2BC12,0
ECH1,0
TMOD3,0
MN1,0
ATP5MF,0
SCAF1,0
VPS26A,0
KARS,0
LMF2,0
ABHD17A,0
HECA,0
EIF2D,0
POP7,0
PPP1R35,0
TPR,0
STAG3,0
VPS4B,0
RPS21,0
DCLRE1B,0
CCDC15,0
NSL1,0
DDX19A,0
RPS27,0
PMS1,0
TMEM208,0
GTF3C3,0
FBXO42,0
SCAMP3,0
CAB39,0
PPP2R5D,0
THAP12,0
ADRM1,0
NCBP1,0
SLC12A2,0
C6ORF120,0
KHSRP,0
SPAST,0
UBAP2L,0
E2F8,0
TMEM256,0
FTSJ3,0
TMED7,0
MIR515-1,0
RPL35A,0
KIF4A,0
LRRC42,0
GIGYF2,0
UBAC1,0
ARL3,0
CETN1,0
ACTR1A,0
EXOC3,0
ZFP42,0
PHRF1,0
LMNB1,0
USP37,0
BCL7A,0
RPL29,0
PPP1R37,0
NDUFB8,0
SUPT4H1,0
SRSF1,0
CNBP,0
PDIA6,0
EIF3E,0
TOR1AIP1,0
KLHDC10,0
CEP44,0
CENPT,0
PIWIL1,0
PMPCA,0
PCM1,0
ACVR1B,0
UIMC1,0
RAB4A,0
TCP1,0
H1-8,0
VPS36,0
TSTA3,0
TUBGCP6,0
RNF40,0
TPM4,0
MCIDAS,0
LUZP1,0
DNMT3L,0
HSPA2,0
CGREF1,0
MORF4L1,0
TUBA3D,0
PIGH,0
CDK14,0
PRPF19,0
TBL1XR1,0
ADCYAP1,0
SF3A2,0
NUP43,0
BTBD18,0
HNRNPDL,0
DVL2,0
SLC2A8,0
RPL19,0
WDR6,0
CENPW,0
SYCP3,0
CASP8AP2,0
SYCE1L,0
MGRN1,0
ROMO1,0
VPS28,0
TSPAN3,0
MACF1,0
ZC3H18,0
ID2,0
C1ORF123,0
ZFYVE21,0
MISP,0
CTSB,0
SLC25A31,0
TUBA3E,0
NOSIP,0
CYC1,0
CNTD1,0
NAT9,0
SFN,0
FAM206A,0
SMIM19,0
TRIM21,0
TBRG1,0
RBM14,0
SNX33,0
NOP58,0
R3HDM4,0
CENPK,0
SLC30A5,0
JADE3,0
FURIN,0
MRPL47,0
G6PC3,0
TUBB1,0
H3F3A,0
TMEM205,0
ZC3H3,0
CKS1B,0
ISCA1,0
DTYMK,0
RTF2,0
SARAF,0
RPL21,0
KLHL13,0
WSB1,0
MAP3K3,0
MRPL22,0
PPP1R9B,0
MSL2,0
TRAPPC3,0
PSMB1,0
ABRAXAS2,0
MZT2B,0
SNX1,0
NCAPG,0
TAX1BP3,0
ATXN7L3B,0
NEK4,0
KIF3A,0
TPI1,0
SNRPG,0
TEX12,0
UBA2,0
CEP72,0
INPP5K,0
HES1,0
HSD17B12,0
SETD3,0
ATP2B4,0
SNAP29,0
FAM192A,0
MBLAC1,0
SLC39A5,0
CEP63,0
CCT4,0
EHMT2,0
ANP32E,0
AP2A1,0
MTMR3,0
SP2,0
RAD51B,0
SAP30,0
SPG11,0
MRPL41,0
CENPL,0
HNRNPH2,0
ARFGEF2,0
TUBB8B,0
SEL1L,0
DHX40,0
OOEP,0
RPRD1B,0
BROX,0
LSM14A,0
NUCKS1,0
PIK3R4,0
SUB1,0
GPSM2,0
USF2,0
USP14,0
TPM3,0
RAE1,0
MPRIP,0
MGST3,0
UBXN6,0
RNF112,0
DIAPH3,0
BABAM1,0
PPIL4,0
NEK10,0
TERF2IP,0
CCNP,0
LSM1,0
MCRIP1,0
CHMP1A,0
STOX1,0
RPSA,0
LRCH4,0
UTP14C,0
VRK1,0
RBM42,0
EIF2AK4,0
MBD6,0
SYAP1,0
CCNB1IP1,0
MED19,0
SMIM12,0
H3Y1,0
AP2S1,0
ANAPC11,0
RAB2A,0
CENPA,0
CCDC69,0
ZYG11B,0
BRSK1,0
